sub_name,sub_type,rel_type,rel_name,obj_name,obj_type
结构动力学线站,ID23,光学模式-纳米模式,光斑参数,光斑大小 <50 nm；光通量 >10^{14} phs/s；光子能量 21.8 keV；能量分辨率 1.2%。,光斑参数
X射线显微成像线站,ID30,成像最高空间分辨率,光斑参数,20 nm,光斑参数
X射线显微成像线站,ID30,能量范围,光斑参数,5–15 keV,光斑参数
X射线显微成像线站,ID30,样品处光子通量,光斑参数,~1E11 phs/s,光斑参数
X射线显微成像线站,ID30,能量分辨率(ΔE/E),光斑参数,≈1E-4,实验技术
高压线站,ID31,实验技术,实验技术,粉末XRD,实验技术
高压线站,ID31,实验技术,实验技术,单晶XRD,实验技术
高压线站,ID31,实验技术,实验技术,多颗粒（multi‑grain）XRD,实验技术
高压线站,ID31,实验技术,实验技术,径向XRD,实验技术
高压线站,ID31,实验技术,实验技术,高压PDF,实验技术
高压线站,ID31,实验技术,实验技术,时间分辨衍射,样品环境
高压线站,ID31,样品环境,样品环境,低温,样品环境
高压线站,ID31,样品环境,样品环境,电阻加热,样品环境
高压线站,ID31,样品环境,样品环境,动态加载,样品环境
高压线站,ID31,样品环境,样品环境,双面红外激光加热,样品环境
高压线站,ID31,样品环境,样品环境,PE型压机,光斑参数
高压线站,ID31,光源,光斑参数,波荡器 IVU19.9,光斑参数
高压线站,ID31,总长度,光斑参数,4.0 m,光斑参数
高压线站,ID31,周期长度,光斑参数,19.9 mm,光斑参数
高压线站,ID31,FWHM张角@Kmax,光斑参数,0.26 (H) × 0.11 (V) mrad^2,光斑参数
高压线站,ID31,基波光源FWHM尺寸@Kmax,光斑参数,21.9 (H) × 9.0 (V) μm^2,光斑参数
高压线站,ID31,基波光源FWHM发散角@Kmax,光斑参数,13.6 (H) × 11.8 (V) μrad^2,光斑参数
高压线站,ID31,光子亮度@30 keV,光斑参数,1.7 × 10^{22} phs/s/mm^2/mrad^2/0.1%B.W.,光斑参数
高压线站,ID31,光子通量@30 keV,光斑参数,3.8 × 10^{14} phs/s/0.1%B.W. @16 μrad × 16 μrad,光斑参数
高分辨谱学线站,ID33,能区keV,光斑参数,7–26 keV,光斑参数
高分辨谱学线站,ID33,能量分辨率-NRS,光斑参数,1 meV @14.4 keV,光斑参数
高分辨谱学线站,ID33,能量分辨率-XRS,光斑参数,0.7 eV @9.7 keV,光斑参数
高分辨谱学线站,ID33,能量分辨率-RIXS,光斑参数,100 meV @8.9 keV,光斑参数
高分辨谱学线站,ID33,聚焦光斑尺寸最小,光斑参数,2 µm × 2 µm,光斑参数
高分辨谱学线站,ID33,样品处光通量-NRS,光斑参数,~1.5×10^{10} phs/s/meV @14.4 keV,光斑参数
高分辨谱学线站,ID33,样品处光通量-XRS,光斑参数,~3×10^{13} phs/s @9.7 keV,光斑参数
高分辨谱学线站,ID33,样品处光通量-RIXS,光斑参数,~5×10^{12} phs/s @8.9 keV,光斑参数
高分辨纳米电子结构线站,ID41,,,,
光学测试线站,ID42,,,,
X射线吸收谱学线站,ID46,能量范围,光斑参数,4.8–45 keV,光斑参数
X射线吸收谱学线站,ID46,能量分辨率,光斑参数,2×10^{-4}（Si(111)）；4×10^{-5}（Si(311)）,光斑参数
X射线吸收谱学线站,ID46,光斑大小,光斑参数,~2 mm × 2 mm；≤0.35 μm × 0.35 μm（聚焦模式）,光斑参数
X射线吸收谱学线站,ID46,光通量,光斑参数,2×10^{13} ph/s @10 keV；5×10^{12} ph/s @10 keV（聚焦模式）,光斑参数
通用环境谱学线站,BM44,能量范围,光斑参数,2.1–10 keV,光斑参数
通用环境谱学线站,BM44,能量分辨率,光斑参数,~2E-4,光斑参数
通用环境谱学线站,BM44,最小光斑尺寸,光斑参数,20 µm × 20 µm,光斑参数
通用环境谱学线站,BM44,最大光斑尺寸,光斑参数,15000 µm × 1500 µm,光斑参数
通用环境谱学线站,BM44,光通量,光斑参数,1E10 ~ 1E12 phs/s,样品环境
通用环境谱学线站,BM44,样品环境,样品环境,高温 / 低温,实验技术
通用环境谱学线站,BM44,实验技术,实验技术,X射线吸收精细结构（XAFS）,实验技术
通用环境谱学线站,BM44,实验技术,实验技术,近边X射线吸收谱（XANES）,实验技术
通用环境谱学线站,BM44,实验技术,实验技术,X 射线荧光光谱法（XRF）,实验技术
HEPS,高能同步辐射,储存环能量,HEPS电子能量,6GeV,HEPS参数
HEPS,高能同步辐射,亮度,HEPS亮度,1 × 10^22 phs/s/mm2/mrad2/0.1%BW,HEPS参数
一期,HEPS首期,建设,HEPS建设,生物大分子微晶衍射线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,低维结构探针线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,工程材料线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,粉光小角散射线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,硬X射线相干散射线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,硬X射线纳米探针线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,硬X射线成像线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,结构动力学线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,X射线显微成像线站 ,HEPS首期
一期,HEPS首期,建设,HEPS建设,高压线站 ,HEPS首期
一期,HEPS首期,建设,HEPS建设,高分辨谱学线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,高分辨纳米电子结构线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,光学测试线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,通用环境谱学线站,HEPS首期
一期,HEPS首期,建设,HEPS建设,X射线吸收谱学线站,HEPS首期
一期,HEPS首期,线站状态,HEPS建设,首轮开放,线站状态
一期,HEPS首期,线站状态,HEPS建设,暂未开放,线站状态
通用环境谱学线站,束线,线站状态,线站状态,首轮开放,线站状态
X射线显微成像线站,束线,线站状态,线站状态,首轮开放,线站状态
粉光小角散射线站,束线,线站状态,线站状态,首轮开放,线站状态
生物大分子微晶衍射线站,束线,线站状态,线站状态,首轮开放,线站状态
低维结构探针线站,束线,线站状态,线站状态,首轮开放,线站状态
高压线站,束线,线站状态,线站状态,首轮开放,线站状态
工程材料线站,束线,线站状态,线站状态,暂未开放,线站状态
硬X射线相干散射线站,束线,线站状态,线站状态,暂未开放,线站状态
硬X射线纳米探针线站,束线,线站状态,线站状态,暂未开放,线站状态
结构动力学线站,束线,线站状态,线站状态,暂未开放,线站状态
高分辨谱学线站,束线,线站状态,线站状态,暂未开放,线站状态
高分辨纳米电子结构线站,束线,线站状态,线站状态,暂未开放,线站状态
光学测试线站,束线,线站状态,线站状态,暂未开放,线站状态
X射线吸收谱学线站,束线,线站状态,线站状态,暂未开放,线站状态
HEPS,高能同步辐射,试用课题申请,HEPS试用课题申请,"# HEPS 试用课题（Pilot Proposal）申请说明
一、HEPS 用户服务系统网址：https://user.heps.ihep.ac.cn/。
如对试用课题（Pilot Proposal）申请有改进意见或建议，请反馈至 HEPS 用户办邮箱（heps-user@ihep.ac.cn）。

二、系统注册：
（1）已有中国科学院重大科技基础设施共享服务平台（以下简称院平台）（https://lssf.cas.cn/）账号的用户，可以直接登录 HEPS 用户服务系统，登录账号：院平台注册时登记的邮箱（请注意，不是院平台的登录账号），密码：同院平台密码。
（2）没有院平台账号的用户，请点击 HEPS 用户服务系统首页面上的“新建账号？”进行注册。注册后，重新访问 HEPS 用户服务系统进行登录，登录账号：注册时登记的邮箱，密码：注册时设定的密码。

三、课题申请：
（1）申请人须为在职人员，在与对应线站试用课题（Pilot Proposal）联系人联系后，方可提交课题申请。
（2）进入 HEPS 用户服务系统后，点击页面左侧的“试用课题（Pilot Proposal）”，开始填写申请。
（3）课题申请共 7 个步骤，请根据要求进行填写、提交。申请步骤：申请书分为 7 个步骤（课题类型、用户承诺、基本信息、课题成员、课题详情、样品安全、辅助材料），可通过上方数字步骤或界面 “上一步”“下一步” 切换。
操作功能：
可通过 “预览” 按钮查看最终 PDF 文档；
未填写完成可通过 “保存” 按钮暂存，后续可在 “我的课题” 中找到；
填写完成后点击 “提交”，提交后不可修改。
试用课题说明：
试用课题（PILOT proposal）是线站调试期间开放实验的课题类型，首轮开放 6 个线站（HEPS 一期共 14 条线站）；
首轮申请截止至 2025 年 12 月 31 日，逾期申请需等线站有效期开放后提交。
申请要求：
申请人需与线站人员沟通，在 “课题详情” 环节选择对应线站人员并说明沟通情况；
课题申请需先通过线站审核。
首轮开放线站：
BM44 通用环境谱学线站
ID30 X 射线成像线站
ID08 粉末小角散射线站
ID02 生物大分子衍射线站
ID05 低维结构探针线站
ID31 高压线站

（4）课题审批结束后，HEPS 用户服务系统将发送邮件通知评审结果。

四、机时安排：
对于通过审批的试用课题（Pilot Proposal），线站人员会根据线站具体情况安排机时，请耐心等待通知。

五、到访申请：
（1）机时安排确定后，HEPS 用户服务系统将发送邮件通知，提醒填写到访申请。
（2）在 HEPS 用户服务系统“到访申请”模块中选择对应的实验机时，填写并提交所有计划到现场开展实验人员的到访信息。到访人员填报要求：
- 在院平台上有注册账号且填报了身份证号；
- 在 HEPS 用户服务系统中通过了《HEPS 用户安全培训考试》。
（3）到访审批通过后，所有到访人员将收到系统发送的关于实验账号、密码、BeamtimeID 等内容的邮件。
（4）建议至少提前 3 天填写到访申请，便于：1. 安排剂量卡和门禁卡；2. 所有到访人员将收到关于实验账号、密码和 BeamtimeID 的通知，并在实验结束后有权限下载实验数据。

六、用户住宿：
用户如有住宿需求，请提前与 HEPS 招待所前台联系（电话：01069680831，18001162658）。

七、用户现场实验：
1. 剂量卡和门禁卡：
用户到达 HEPS 后，与线站人员联系，领取剂量卡、门禁卡并登记。
2. 开展实验：
用户根据到访通知邮件中的实验账号、密码和 BeamtimeID 开展实验。

八、实验结束后：
1. 用户填写实验登记表（现场提供表格），并反馈线站试用意见或建议；
2. 用户在离开 HEPS 前归还剂量卡和门禁卡（如有丢失或损坏，须赔偿）；
3. 可以点击 HEPS 用户服务系统中的“数据服务”菜单栏跳转至 HEPS 用户数据服务系统或直接通过以下网址（https://data.heps.ihep.ac.cn/）访问 HEPS 用户数据服务系统，进行实验数据下载（下载账号：到访通知邮件中的实验账号和密码或实验人员在院平台的注册邮箱和密码）。

九、联系方式：
1. 用户办：于梅娟，15311488165，yumj@ihep.ac.cn
2. 实验数据管理：郭怡蕾，ylguo@ihep.ac.cn，18614046290；胡鹏，hup@ihep.ac.cn，15600290501
3. HEPS 招待所前台：010-69680831，18001162658",HEPS试用课题申请步骤
