issue,source_row,sub_name,rel_type,rel_name,obj_name,detail
placeholder_entity,431,HEPS-X-ray microscopy imaging line station,Overview of Line Stations-Line Station Layout Diagram,Overview of Line Stations-Line Station Layout Diagram,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,497,HEPS-High Resolution Spectroscopy Line Station,Line station pictures,Line station pictures,[Picture placeholder],subject orobject for placeholder text
entity_type_conflict,,1W1A-Diffuse Scattering Experiment Station,,,,Beam line;line station
entity_type_conflict,,1W1B-XAFS Experiment Station,,,,Beam line;line station
entity_type_conflict,,1W2B-Comprehensive Experiment Station,,,,Beam line;line station
entity_type_conflict,,4B7A-Zhongneng Experimental Station,,,,Beam line;line station
entity_type_conflict,,4B7B-Soft X-ray Experiment Station,,,,Beam line;line station
entity_type_conflict,,4W1B-X-ray fluorescence microanalysis experimental station,,,,Beam line;line station
entity_type_conflict,,Biomacromolecule microcrystalline diffraction line station,,,,Beam line;HEPS first phase
entity_type_conflict,,Depth X-ray Lithography,,,,Research content;experimental techniques
entity_type_conflict,,Diffraction efficiency calibration,,,,Research content;experimental techniques
entity_type_conflict,,Engineering Materials Line Station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,Fluorescence XAFS,,,,Test method;experimental techniques
entity_type_conflict,,Hard X-ray Imaging Line Station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,Hard X-ray Nanoprobe Line Station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,Hard X-ray coherent scattering station,,,,Beam line;HEPS first phase
entity_type_conflict,,"High enhancement, gaozq@ihep.ac.cn",,,,Contact person;person in charge
entity_type_conflict,,High resolution spectroscopy line station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,High voltage line station,,,,Beam line;HEPS first phase
entity_type_conflict,,High-resolution nanoelectronic structure line station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,Low dimensional structure probe line station,,,,Beam line;HEPS first phase
entity_type_conflict,,Optical test line station,,,,Beam line;HEPS first phase
entity_type_conflict,,Phase contrast imaging method,,,,Research content;experimental techniques
entity_type_conflict,,Pink light small angle scattering ray station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,Reflectance calibration,,,,Research content;experimental techniques
entity_type_conflict,,Reflectivity Calibration of Optical Components,,,,Research content;experimental techniques
entity_type_conflict,,Structural Dynamics Line Station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,Transmittance of optical components,,,,Research content;experimental techniques
entity_type_conflict,,Universal Environmental Spectroscopy Line Station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,Wang Huanhua (wanghh@ihep.ac.cn),,,,Contact person;person in charge
entity_type_conflict,,X-ray absorption spectroscopy line station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,X-ray detector standard transfer and calibration,,,,Research content;experimental techniques
entity_type_conflict,,X-ray microscopy imaging line station,,,,Beam line;HEPS first phase;line station
entity_type_conflict,,X-ray nanoresolution 3D imaging,,,,Research content;experimental techniques
entity_type_conflict,,X-ray optical metrology standard determination,,,,Research content;experimental techniques
entity_type_conflict,,[Picture placeholder],,,,Line station introduction;Line station layout diagram
entity_type_conflict,,nanolithography,,,,Equipment;Research content;experimental techniques
